name,dynasty,type,description,entry_time,Author,size,materials,图片URL,museum_id
绿釉壶,汉朝,"陶瓷  
容器  
礼器  
青铜器",绿釉陶瓷,1963,中国的,高16.2厘米，直径14.0厘米（6又3/8 x 5又1/2英寸）,"陶瓷
釉料","https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_241022_17890/full/!650,650/0/default.jpg",2
虾,"近代
清朝","绘画
中国画风格",纸本墨笔,1965,齐白石,"画作：68.6厘米×33.5厘米（27英寸×13又3/16英寸）  
装裱：80.5厘米×39.2厘米",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03296/full/!650,650/0/default.jpg",2
螃蟹,清朝,"绘画
中国画风格",纸本墨笔,1967,齐白石,"画作：68.7 × 33.7 厘米（27 1/16 × 13 1/4 英寸）  
衬边：80 × 40.5 厘米（31 1/2 × 15 15/16 英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03295/full/!650,650/0/default.jpg",2
刀,东汉,刀,青铜,1988,不明,高21.0厘米，宽11.0厘米，厚0.9厘米（8又1/4×4又5/16×5/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03054/full/!650,650/0/default.jpg",2
罐,东汉,"罐  
中国陶瓷风格",绿釉陶瓷,1909,不明,高37.6厘米 × 直径31.1厘米（14又13/16英寸 × 12又1/4英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_5974/full/!650,650/0/default.jpg",2
箭头,东汉,箭头,青铜,1989,不明,高5.4厘米，直径0.9厘米（2又1/8×5/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03050/full/!650,650/0/default.jpg",2
山水,清朝,"画册
绘画
中国画风格",册页；绢本水墨,1970,中国艺术家（多位）,"画作：25.8 x 21.7厘米（10又3/16 x 8又9/16英寸）  
画页：33.6 x 52.4厘米（13又1/4 x 20又5/8英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03829/full/!650,650/0/default.jpg",2
棺椁模型,东汉,"棺材
模型",细腻浅红陶胎，虹彩绿釉。,2005,不明,高17.3厘米，长35.5厘米，宽17.0厘米（6又13/16×14×6又11/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV023435/full/!650,650/0/default.jpg",2
箭头,东汉,箭头,青铜,1951,不明,高6.1厘米，直径1.1厘米（2又3/8×7/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03049/full/!650,650/0/default.jpg",2
箭头,东汉,箭头,青铜,1962,不明,高4.6厘米，宽1.5厘米，厚0.9厘米（1又13/16×5/8×5/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03047/full/!650,650/0/default.jpg",2
武氏祠画像石：门柱,东汉,"拓片  
浮雕",立轴；纸本拓片,2004,不明,尺寸：画心34.5×153.5厘米（13又9/16×60又7/16英寸）；含装裱38×171.5厘米（14又15/16×67又1/2英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV07725/full/!650,650/0/default.jpg",2
毛泽东像章,现代时期,暂无,一件印有张宏图丝网印刷作品——扎辫子的毛泽东头像的T恤上，别着146枚形状大小各异的政治徽章。,2009,不明,徽章：高1.2厘米（1/2英寸）×宽2.9厘米（1又1/8英寸）；整体尺寸：约77×90厘米（30又5/16×35又7/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV22508/full/!650,650/0/default.jpg",2
册页：山水,清朝,"册页  
中国画风格  
题跋",册页；纸本水墨,1968,万寿祺,"题记：27.9×18.2厘米
叶面：29.8×38.5厘米（11又3/4×15又3/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03737/full/!650,650/0/default.jpg",2
文化大革命徽章（带毛主席语录）,现代时期,暂无,一件印有张宏图创作的扎辫子毛泽东丝网印刷形象的T恤上，别着146枚不同形状和大小的政治徽章。,1972,不明,徽章：高1.65厘米（5/8英寸）×宽2.85厘米（1又1/8英寸）；整体尺寸：约77×90厘米（30又5/16×35又7/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV22906/full/!650,650/0/default.jpg",2
册页：山水,清朝,"册页
中国画风格
题跋",册页；纸本水墨,1952,万寿祺,"题记：27.8 x 18.3厘米
页幅：29.8 x 38.5厘米（11又3/4 x 15又3/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03736/full/!650,650/0/default.jpg",2
毛泽东像章,现代时期,暂无,一件印有张宏图创作的扎辫子毛泽东丝网版画的T恤上，别着146枚不同形状大小的政治徽章。,2008,不明,徽章：5.0厘米（1又15/16英寸）；整体尺寸：约77×90厘米（30又5/16×35又7/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV22529/full/!650,650/0/default.jpg",2
册页：山水,清朝,"册页
中国画风格
题跋",册页；纸本水墨,1923,万寿祺,"题记（右侧）：24.9 x 16.2 厘米
单页：29.8 x 38.5 厘米（11又3/4 x 15又3/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03747/full/!650,650/0/default.jpg",2
毛主席像章,现代时期,暂无,一件印有张宏图创作的扎辫子毛泽东丝网印像的T恤上，别着146枚形状大小各异的政治徽章。,1920,不明,徽章：直径2.35厘米（15/16英寸）；整体尺寸：约77×90厘米（30又5/16×35又7/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV22507/full/!650,650/0/default.jpg",2
