name,dynasty,type,description,entry_time,Author,size,materials,图片URL,museum_id
硬币,唐朝,硬币,铜合金钱币。（完整）（完整）| 孔上有点。（背面）（背面）,1883.0,不明,重量：3.71克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2024_12/16_16/3e8edf74_f39e_4830_87d6_b248010822c9/mid_Cab_822_OFFICIAL_1377.jpg,1
硬币,崇祯,硬币,铜合金钱币：崇祯通宝。（整体）（整体）| 四字铭文。（正面）（正面）| 单字铭文（穿孔上方）。（背面）（背面）,暂无,不明,重量：3.29克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2024_10/11_15/920704cd_0b55_4f4f_9594_b2060105067c/mid_Cab_830_OFFICIAL_0124.jpg,1
硬币；赝品,晋朝,钱币 | 赝品,铜合金钱币：五铢,暂无,不明,重量：2.92克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2025_1/30_15/a67c89fa_9199_4179_b96d_b27500f8515f/mid_Cab_821_OFFICIAL_1546c.jpg,1
硬币；护身符,宋朝 | 大观,硬币 | 护身符,铜合金钱形饰。（整体） | 四字铭文。（正面） | 同正面。（背面）,1883.0,不明,重量：14.87克,铜合金,无图片,1
硬币,清朝 | 宣统,硬币,铜合金硬币。,2000.0,不明,直径：16.50毫米 | 重量：1.03克,铜合金,无图片,1
硬币,唐朝,硬币,铜合金钱币：开元通宝。（正面）（正面） | 单字。（背面）（背面）,1996.0,不明,直径：23毫米 | 重量：3.01克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2024_12/16_16/f6a2e222_b76f_407e_b23f_b2480108a23a/mid_Cab_822_OFFICIAL_1761.jpg,1
硬币,唐朝,硬币,铜合金钱币：开元通宝。（正面）（整体）| 单字。（背面）（整体）,1996.0,不明,直径：23毫米 | 重量：3.65克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2024_12/16_16/27c6fd7f_695b_4de1_9527_b248010892d9/mid_Cab_822_OFFICIAL_1713.jpg,1
硬币,晋朝,硬币,铜合金钱币：五铢,1909.0,不明,重量：0.70克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2025_1/30_15/02880ee6_3ddc_441d_bb02_b27500f84f08/mid_Cab_821_OFFICIAL_1540.jpg,1
硬币,唐朝,硬币,铜合金钱币。（整体）（整体） | 孔洞上下方有新月纹。（背面）（背面）,1884.0,不明,重量：2.86克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2024_12/16_15/3a86979d_167e_4527_95b5_b24800ff9fd4/mid_Cab_822_OFFICIAL_0711.jpg,1
硬币,清朝 | 道光,硬币,铜钱：道光通宝。,暂无,制造者：户部,直径：22毫米 | 重量：3.68克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2025_1/17_15/b6269d0d_9e94_429d_89fb_b26800ffe248/mid_Cab_839_OFFICIAL_0147.jpg,1
硬币,唐朝,硬币,铜合金钱币：乾元重宝——小型。错位。,暂无,不明,直径：22毫米 | 重量：2.05克,铜合金,无图片,1
硬币,唐朝,硬币,铜合金钱币：开元通宝。（正面）（正面） | 单字。（背面）（背面）,1982.0,不明,直径：24毫米 | 重量：3.26克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2024_12/16_16/a96cfccd_32f5_4b6d_aee1_b248010850c2/mid_Cab_822_OFFICIAL_1521.jpg,1
硬币,唐朝,硬币,铜合金钱币：开元通宝。（正面）（正面） | 单字。（背面）（背面）,1996.0,不明,直径：24毫米 | 重量：3.83克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2024_12/16_16/5b33d5b1_e0f1_4e2d_a654_b2480108818d/mid_Cab_822_OFFICIAL_1662.jpg,1
硬币,天启,硬币,铜合金钱币：天启通宝。（整体）| 四字铭文。（正面）| 孔上方单字铭文。（背面）,暂无,不明,重量：22.77克,铜合金,https://media.britishmuseum.org/media/Repository/Documents/2019_3/6_12/af463b07_effb_48c5_8f32_aa0800d09cac/mid_COC274674.jpg,1
